Position-Anforderungsspezifikation,ReqID,Komponente,Schablone,Variante,Gruppe,Tag,Stakeholder,Gruppe (ALT),Tag (ALT),Anforderung,Trace auf ReqID,Anmerkung,Status,Aktuell / Zukunft / Ignore,Release,Req-Key (ALT)
3.1 Funktionale Anforderungen,39,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz bearbeiten,Schablonenverwalter,Schablonensätze verwalten,Eigener Zugriff,"Falls ein Schablonenverwalter einen Schablonensatz selbst angelegt hat, muss das System HARMONY dem Schablonenverwalter ermöglichen, diesen Schablonensatz zu bearbeiten.",15,,Umgesetzt,A,1,A-1-32
3.1 Funktionale Anforderungen,44,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz bearbeiten,Schablonenverwalter,Schablonensätze verwalten,Zugriff verweigern,"Falls ein Schablonenverwalter versucht, einen Schablonensatz zu bearbeiten und dabei nicht die Berechtigung besitzt, muss das System HARMONY selbständig den Zugriff verweigern.","34, 35, 36, 37, 38, 39, 40, 41, 42, 43",A-1-27 bis A-1-31 sind zukünftige Anforderungen. Diese in Teilen damit auch.,Umgesetzt,A,1,A-1-37
3.1 Funktionale Anforderungen,33,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz erstellen,Schablonenverwalter,Schablonensätze verwalten,Pflichtangaben bei Erstellung voraussetzen ,"Bevor ein neuer Schablonensatz gespeichert wird, muss das System HARMONY selbständig die Vollständigkeit der Pflichtangaben sicherstellen.",,,Umgesetzt,A,1,A-1-26
3.1 Funktionale Anforderungen,21,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz kopieren,Schablonenverwalter,Schablonensätze verwalten,Kopieren,"Das System HARMONY wird dem Schablonenverwalter ermöglichen, einen bereits angelegten Schablonensatz zu kopieren, um eine Basis für neue oder modifizierte Schablonensätze zu schaffen und den Originalsatz nicht zu verändern.",,"Modalität zu ""wird"" - Schablonen können einfach als JSON kopiert und woanders eingefügt werden. Kopieren/Verschieben ist nice-to-have aber aktuell nicht notwendig, da selbiges mit Copy/Paste erreicht werden kann.",Fertig zur Umsetzung,Z,,A-1-14
3.1 Funktionale Anforderungen,36,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz kopieren,Schablonenverwalter,Schablonensätze verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, diesen Schablonensatz zu kopieren.",21,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-1-29
3.1 Funktionale Anforderungen,41,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz kopieren,Schablonenverwalter,Schablonensätze verwalten,Eigener Zugriff,"Falls ein Schablonenverwalter einen Schablonensatz selbst angelegt hat, wird das System HARMONY dem Schablonenverwalter ermöglichen, diesen Schablonensatz zu kopieren.",21,,Fertig zur Umsetzung,Z,,A-1-34
3.1 Funktionale Anforderungen,6,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Löschen,"Das System HARMONY muss dem Schablonenverwalter ermöglichen, einen bestehenden Schablonensatz zu löschen, damit fehlerhaft angelegte Schablonensätze nicht im System verweilen.",,,Umgesetzt,A,1,A-1-2
3.1 Funktionale Anforderungen,7,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Hinweis beim Löschen,"Falls ein Schablonenverwalter versucht einen Schablonensatz zu löschen muss das System HARMONY selbständig einen Warnungsdialog anzeigen, der den Schablonenverwalter darauf hinweist, das sämtliche Schablonen eines Schablonensatzes gelöscht werden, Falls der Schablonensatz in dem sie liegen gelöscht wird.",,"Dialogüberschrift:
Sind Sie sicher, dass der Schablonensatz ""[NAME]"" gelöscht werden soll?

Dialogtext:
Wenn Sie den Schablonensatz ""[NAME]"" löschen, werden alle beinhalteten Schablonen
ebenfalls unwiderruflich aus dem System gelöscht.

Dialogoptionen: 
- Trotzdem löschen
- Abbrechen und behalten",Umgesetzt,A,1,A-1-3
3.1 Funktionale Anforderungen,8,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Abbrechen Löschvorgang,"Falls ein Schablonenverwalter im Löschdialog den Löschvorgang eines Schablonensatzes abbricht, muss das System HARMONY selbstständig den Löschdialog schließen.",7,,Umgesetzt,A,1,A-1-4
3.1 Funktionale Anforderungen,9,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Durchführen Löschvorgang,Falls ein Schablonenverwalter im Löschdialog das Löschen eines Schablonensatzes bestätigt muss das System HARMONY selbständig den ausgewählten Schablonensatz löschen.,7,,Umgesetzt,A,1,A-1-5
3.1 Funktionale Anforderungen,10,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Durchführen Löschvorgang,Falls ein Schablonenverwalter im Löschdialog das Löschen eines Schablonensatzes bestätigt muss das System HARMONY selbständig alle im Schablonensatz beinhalteten Schablonen löschen.,7,,Umgesetzt,A,1,A-1-40
3.1 Funktionale Anforderungen,11,HARMONY,ESFA,Selbständige Systemaktivität,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Durchführen Löschvorgang,Falls ein Schablonenverwalter im Löschdialog das Löschen eines Schablonensatzes bestätigt muss das System HARMONY selbständig den Löschdialog schließen.,7,,Umgesetzt,A,1,A-1-41
3.1 Funktionale Anforderungen,37,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, diesen Schablonensatz zu löschen.",6,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-1-30
3.1 Funktionale Anforderungen,42,HARMONY,ESFA,Benutzeranforderung,Schablonensatzverwaltung,Schablonensatz löschen,Schablonenverwalter,Schablonensätze verwalten,Eigener Zugriff,"Falls ein Schablonenverwalter einen Schablonensatz selbst angelegt hat, muss das System HARMONY dem Schablonenverwalter ermöglichen, diesen Schablonensatz zu löschen.",6,,Umgesetzt,A,1,A-1-35
3.1 Funktionale Anforderungen,48,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Anforderung eingeben,Schablonenverwalter,Schablonen verwalten,Erstellen,"Das System HARMONY muss dem Schablonenverwalter ermöglichen, eine neue Schablone zu erstellen.",,,Umgesetzt,A,1,A-2-4
3.1 Funktionale Anforderungen,218,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,HARMONY administrieren,Anwender,Schablonen verwalten,Anwender zu Schablonenverwalter,"Das System HARMONY muss dem Anwender ermöglichen, die Rolle des Schablonenverwalters einzunehmen, damit der Anwender Schablonen bearbeiten kann.",,,Umgesetzt,A,1,A-2-44
3.1 Funktionale Anforderungen,50,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Metadaten,Schablonenverwalter,Schablonen verwalten,Metadaten anzeigen,"Das System HARMONY muss dem Schablonenverwalter ermöglichen, die Metadaten einer Schablone anzuzeigen.",106,,Umgesetzt,A,1,A-2-6
3.1 Funktionale Anforderungen,73,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone anzeigen,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine Schablone aus diesem Schablonensatz anzusehen.",45,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-29
3.1 Funktionale Anforderungen,55,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone archivieren,Schablonenverwalter,Schablonen verwalten,Archivieren,"Das System HARMONY wird dem Schablonenverwalter ermöglichen, eine Schablone zu archivieren, damit sie nicht mehr zur Erfassung neuer Anforderungen genutzt werden kann.",,"Archivierte Schablonen sollen nicht mehr zur Verwendung angezeigt werden. 
In bestehenden Anforderungen sollen sie weiterhin unterstützt werden, aber nicht mehr in neu angelegten Anforderungen.",Fertig zur Umsetzung,Z,,A-2-11
3.1 Funktionale Anforderungen,56,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone archivieren,Schablonenverwalter,Schablonen verwalten,Archivieren rückgängig machen,"Das System HARMONY wird dem Schablonenverwalter ermöglichen, das Archivieren einer Schablone rückgängig zu machen, damit sie erneut zur Erfassung von Anforderungen genutzt werden kann.",,,Fertig zur Umsetzung,Z,,A-2-12
3.1 Funktionale Anforderungen,68,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone archivieren,Schablonenverwalter,Schablonen verwalten,Archiviert anzeigen,"Falls eine Schablone archiviert wurde, wird das System HARMONY diese Schablone dem Schablonenverwalter als ""archiviert"" anzeigen, damit der Schablonenverwalter den Status der Schablone erkennen kann.",,,Fertig zur Umsetzung,Z,,A-2-24
3.1 Funktionale Anforderungen,70,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone archivieren,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine Schablone aus diesem Schablonensatz zu archivieren.",55,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-26
3.1 Funktionale Anforderungen,383,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone aus Template Registry laden ,Anwender,Schablonen verwalten,Automatische Updates aktivieren,"Das System HARMONY wird dem Anwender ermöglichen, das automatische Aktualisieren für eine Schablonenkonfiguration aus einem Template Registry zu aktivieren, damit die Schablonen immer aktuell bleiben.",385,,Fertig zur Umsetzung,Z,,A-2-58
3.1 Funktionale Anforderungen,46,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Zuweisen,"Das System HARMONY muss dem Schablonenverwalter ermöglichen, eine Schablone genau einem Schablonensatz hinzuzufügen.",,,Umgesetzt,A,1,A-2-2
3.1 Funktionale Anforderungen,47,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Zuweisung ändern,"Das System HARMONY wird dem Schablonenverwalter ermöglichen, eine Schablone in einen anderen Schablonensatz zu verschieben.",,,Fertig zur Umsetzung,Z,,A-2-3
3.1 Funktionale Anforderungen,49,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Bearbeiten,"Das System HARMONY muss dem Schablonenverwalter ermöglichen, eine existierende Schablone zu bearbeiten, um deren Inhalte zu aktualisieren.",,,Umgesetzt,A,1,A-2-5
3.1 Funktionale Anforderungen,74,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine Schablone zu diesem Schablonensatz hinzuzufügen.",48,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-30
3.1 Funktionale Anforderungen,75,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine bestehende Schablone diesem Schablonensatz zuzuweisen.","46, 47","Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-31
3.1 Funktionale Anforderungen,83,HARMONY,ESFA,Selbständige Systemaktivität,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Zugriff verweigern,"Falls ein Schablonenverwalter versucht eine Schablone zu bearbeiten und dabei nicht die Berechtigung besitzt, muss das System HARMONY selbständig den Zugriff verweigern.","79, 80, 81, 82",,Umgesetzt,A,1,A-2-39
3.1 Funktionale Anforderungen,238,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Schablone als JSON eingeben,"Falls ein Schablonenverwalter eine neue Schablone erstellt, muss das System HARMONY dem Schablonenverwalter ermöglichen, die Schablonenkonfiguration als JSON per Eingabefeld bereitzustellen.",,,Umgesetzt,A,1,A-2-45
3.1 Funktionale Anforderungen,239,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Schablone als JSON hochladen,"Falls ein Schablonenverwalter eine neue Schablone erstellt, wird das System HARMONY dem Schablonenverwalter ermöglichen, die Schablonenkonfiguration als JSON durch das Hochladen einer Datei bereitzustellen.",,,Fertig zur Umsetzung,Z,,A-2-46
3.1 Funktionale Anforderungen,240,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Schablone als JSON bearbeiten,"Falls ein Schablonenverwalter eine Schablone bearbeitet, muss das System HARMONY dem Schablonenverwalter ermöglichen, die Schablonenkonfiguration als JSON per Eingabefeld zu bearbeiten.",,,Umgesetzt,A,1,A-2-47
3.1 Funktionale Anforderungen,241,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone bearbeiten,Schablonenverwalter,Schablonen verwalten,Schablone als JSON bearbeiten hochladen ,"Falls ein Schablonenverwalter eine Schablone bearbeitet, wird das System HARMONY dem Schablonenverwalter ermöglichen, die Schablonenkonfiguration als JSON durch das Hochladen einer Datei zu bearbeiten.",,,Fertig zur Umsetzung,Z,,A-2-48
3.1 Funktionale Anforderungen,243,HARMONY,ESFA,Selbständige Systemaktivität,Schablonenverwaltung,Schablone konfigurieren,Schablonenverwalter,Schablonen verwalten,Invalide Schablone nicht speichern,"Falls die Prüfung der Validität der Schablonenkonfiguration fehlschlägt, muss das System HARMONY selbständig, die Speicherung der Schablone verhindern, damit keine invaliden Schablonen im System abgelegt werden können.",,,Umgesetzt,A,1,A-2-50
3.1 Funktionale Anforderungen,244,HARMONY,ESFA,Selbständige Systemaktivität,Schablonenverwaltung,Schablone konfigurieren,Schablonenverwalter,Schablonen verwalten,Invalide Schablone anzeigen,"Falls die Prüfung der Validität der Schablonenkonfiguration fehlschlägt, muss das System HARMONY selbständig eine Fehlermeldung ausgeben, damit der Schablonenverwalter erkennt, dass die Schablonenkonfiguration nicht gespeichert wurde.",,,Umgesetzt,A,1,A-2-51
3.1 Funktionale Anforderungen,57,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone kopieren,Schablonenverwalter,Schablonen verwalten,Kopieren,"Das System HARMONY soll dem Schablonenverwalter ermöglichen, eine Schablone zu kopieren, um eine Basis für neue oder modifizierte Schablonen zu schaffen, ohne die Originalschablone zu verändern.",,"Modalität auf ""soll"" geändert, siehe Spalte K (Anmerkung OL).",Umgesetzt,A,1,A-2-13
3.1 Funktionale Anforderungen,71,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone kopieren,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine Schablone aus diesem Schablonensatz zu kopieren.",57,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-27
3.1 Funktionale Anforderungen,302,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone kopieren,Schablonenverwalter,Schablonen verwalten,Kopieren,"Falls ein Schablonenverwalter eine Schablone kopiert, soll das System HARMONY dem Anwender ermöglichen, den Namen und die Zuweisung zum Schablonensatz für die kopierte Anforderung festzulegen, damit die Anweisung im richtigen Schablonensatz mit einem neuen Namen aufzufinden ist.",57,"Neue Anforderung, JH, 11.12.2023",Umgesetzt,A,1,A-2-55
3.1 Funktionale Anforderungen,51,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone löschen,Schablonenverwalter,Schablonen verwalten,Löschen,"Falls ein Schablonenverwalter eine Schablone selbst angelegt hat, muss das System HARMONY dem Schablonenverwalter ermöglichen, die Schablone zu löschen.",,,Umgesetzt,A,1,A-2-7
3.1 Funktionale Anforderungen,52,HARMONY,ESFA,Selbständige Systemaktivität,Schablonenverwaltung,Schablone löschen,Schablonenverwalter,Schablonen verwalten,Löschen Dialog,"Falls ein Schablonenverwalter eine Schablone löscht, muss das System HARMONY selbständig einen Warnungsdialog anzeigen, um den Schablonenverwalter darauf hinzuweisen, dass die Schablone unwiderruflich gelöscht wird.","212, 213, 214, 215","Dialogüberschrift:
Sind Sie sicher, dass die Schablone ""[NAME]"" gelöscht werden soll?

Dialogtext:
Wenn Sie fortfahren wird die Schablone ""[NAME]"" unwiderruflich aus dem System gelöscht.

Dialogoptionen: 
- Trotzdem löschen
- Abbrechen und behalten",Umgesetzt,A,1,A-2-8
3.1 Funktionale Anforderungen,72,HARMONY,ESFA,Benutzeranforderung,Schablonenverwaltung,Schablone löschen,Schablonenverwalter,Schablonen verwalten,Organisationsweiter Zugriff,"Falls einem Schablonenverwalter ein Schablonensatz organisationsweit geteilt wurde, wird das System HARMONY dem Schablonenverwalter ermöglichen, eine Schablone aus diesem Schablonensatz zu löschen.",51,"Angepasste Modalität: ""wird"" aufgrund des Umfangs keine notwendige Anforderung mehr.",Fertig zur Umsetzung,Z,,A-2-28
3.1 Funktionale Anforderungen,212,HARMONY,ESFA,Selbständige Systemaktivität,Schablonenverwaltung,Schablone löschen,Schablonenverwalter,Schablonen verwalten,Löschen Dialog abbrechen,"Falls ein Schablonenverwalter im Warnungsdialog zum Löschen einer Schablone die Abbrechen-Option auswählt, muss das System HARMONY selbständig den Dialog schließen.",,,Umgesetzt,A,1,A-2-40
